,target,doc
0,1,Server does not restart when a file is updated since the v3.0.0-alpha.13.1 migration
1,1,<!-- ⚠️ If you do not respect this template your issue will be closed. -->
2,,
3,1,<!-- ⚠️ Before writing your issue make sure you are using:-->
4,1,<!-- Node 9.x.x -->
5,1,<!-- npm 5.x.x -->
6,1,<!-- The latest version of Strapi. -->
7,,
8,1,**Informations**
9,1,- **Node.js version**: v9.10.0
10,1,- **npm version**: v5.6.0
11,1,- **Strapi version**: v3.0.0-alpha.13.1
12,1,- **Database**: Mongo
13,1,- **Operating system**: Mac OS High Sierra 10.13.3
14,,
15,,
16,1,**What is the current behavior?**
17,1,Since the migration v3.0.0-alpha.13.1. When I start the local server and I edit a file (a controller for instance) the app detect changes but the the server never restart.
18,0,```
19,0,api_1  | [2018-08-21T20:27:55.438Z] info File changed: /usr/src/api/api/bootstrap/controllers/Bootstrap.js
20,0,api_1  | [2018-08-21T20:28:00.442Z] info File changed: /usr/src/api/api/bootstrap/controllers/Bootstrap.js
21,0,api_1  | [2018-08-21T20:28:05.456Z] info File changed: /usr/src/api/api/bootstrap/controllers/Bootstrap.js
22,0,api_1  | [2018-08-21T20:28:10.461Z] info File changed: /usr/src/api/api/bootstrap/controllers/Bootstrap.js
23,0,```
24,,
25,1,**Steps to reproduce the problem**
26,,
27,1,1. `strapi start`
28,1,2. Edit a file from your api
29,,
30,1,**What is the expected behavior?**
31,,
32,1,The dev server have to restart when when a file is updated
33,,
34,,
35,1,<!-- ⚠️ Make sure to browse the opened and closed issues before submitting your issue. -->
