,target,doc
0,1,Provide `props` and `state` as arguments to render function
1,1,Since we now have `Stateless function components` it would be convenient to transition to statefull ones with minimal changes:
2,,
3,0,``` js
4,0,// before
5,0,var Aquarium = (props) => {
6,0,  var fish = getFish(props.species);
7,0,  return <Tank>{fish}</Tank>;
8,0,};
9,0,```
10,,
11,0,``` js
12,0,// after
13,0,class Aquarium extends React.Component {
14,0,"  render (props, state) {"
15,0,    var fish = getFish(props.species);
16,0,    return <Tank>{fish}</Tank>;
17,0,  }
18,0,}
19,0,```
