,target,doc
0,1,PHP Warning Missing boundary in multipart/form-data POST data.
1,1,"<!-- Click ""Preview"" for a more readable version --"
2,,
3,1,Please read and follow the instructions before submitting an issue:
4,,
5,1,"- Read all our documentation, especially the [README](https://github.com/axios/axios/blob/master/README.md). It may contain information that helps you solve your issue."
6,1,- Ensure your issue isn't already [reported](https://github.com/axios/axios/issues?utf8=%E2%9C%93&q=is%3Aissue).
7,1,"- If you aren't sure that the issue is caused by Axios or you just need help, please use [Stack Overflow](https://stackoverflow.com/questions/tagged/axios) or [our chat](https://gitter.im/mzabriskie/axios)."
8,1,"- If you're reporting a bug, ensure it isn't already fixed in the latest Axios version."
9,1,"- Don't remove any title of the issue template, or it will be treated as invalid by the bot."
10,,
11,1,⚠️👆 Feel free to these instructions before submitting the issue 👆⚠️
12,0,-->
13,,
14,1,#### Describe the bug
15,1,"A clear and concise description of what the bug is. **If your problem is not a bug, please file under Support or Usage Question**"
16,,
17,1,#### To Reproduce
18,1,"Code snippet to reproduce, ideally that will work by pasting into something like https://npm.runkit.com/axios, a hosted solution, or a repository that illustrates the issue. **If your problem is not reproducible, please file under Support or Usage Question**"
19,,
20,0,```js
21,0,// Example code here
22,0,```
23,,
24,1,#### Expected behavior
25,1,A clear and concise description of what you expected to happen.
26,,
27,1,#### Environment
28,1, - Axios Version [e.g. 0.18.0]
29,1, - Adapter [e.g. XHR/HTTP]
30,1," - Browser [e.g. Chrome, Safari]"
31,1, - Browser Version [e.g. 22]
32,1, - Node.js Version [e.g. 13.0.1]
33,1," - OS: [e.g. iOS 12.1.0, OSX 10.13.4]"
34,1," - Additional Library Versions [e.g. React 16.7, React Native 0.58.0]"
35,,
36,1,#### Additional context/Screenshots
37,1,"Add any other context about the problem here. If applicable, add screenshots to help explain."
