,target,doc
0,1,Object spilling to S3 crashes
1,1,"<!--Please include [tune], [rllib], [autoscaler] etc. in the issue title if relevant-->"
2,1,
3,1,### What is the problem?
4,,
5,1,"*Ray version and other system information (Python version, TensorFlow version, OS):*"
6,,
7,1,- Ray: 2.0.0 nightly
8,1,- Python 3.8.5
9,1,- OS: Ubuntu 18.04
10,1,- AWS EC2 instance
11,,
12,1,### Reproduction (REQUIRED)
13,1,"Please provide a short code snippet (less than 50 lines if possible) that can be copy-pasted to reproduce the issue. The snippet should have **no external library dependencies** (i.e., use fake or mock data / environments):"
14,,
15,1,Repro script:
16,,
17,0,```
18,0,import numpy as np
19,0,import ray
20,0,
21,0,MAPPER_PART_SIZE = 2 * 1024 * 1024 * 1024
22,0,M = 4
23,0,R = 4
24,0,
25,0,
26,0,"@ray.remote(resources={""worker"": 1})"
27,0,def mapper(mapper_id):
28,0,"    print(""Mapper"", mapper_id)"
29,0,    part_size = int(MAPPER_PART_SIZE / R)
30,0,"    ret = [b""0"" * part_size for _ in range(R)]"
31,0,    return ret
32,0,
33,0,
34,0,"@ray.remote(resources={""worker"": 1})"
35,0,"def reducer(reducer_id, *chunks):"
36,0,"    print(""Reducer"", reducer_id)"
37,0,    print([len(c) for c in chunks])
38,0,    return 0
39,0,
40,0,
41,0,"ray.init(address=""auto"")"
42,0,
43,0,"mapper_results = np.empty((M, R), dtype=object)"
44,0,
45,0,for m in range(M):
46,0,"    mapper_results[m, :] = mapper.options(num_returns=R).remote(m)"
47,0,
48,0,reducer_results = []
49,0,for r in range(R):
50,0,"    chunks = mapper_results[:, r].tolist()"
51,0,"    ret = reducer.remote(r, *chunks)"
52,0,    reducer_results.append(ret)
53,0,
54,0,ray.get(reducer_results)
55,0,"print(""OK"")"
56,0,```
57,,
58,1,"Launch Ray with: `ray stop && ray start --head --system-config='{""automatic_object_spilling_enabled"":true,""max_io_workers"":4,""min_spilling_size"":104857600,""object_spilling_config"":""{\""type\"":\""smart_open\"",\""params\"":{\""uri\"":\""s3://raysort-debug/spill\""}}""}' --resources='{""worker"":1}' --object-store-memory 6400000000`"
59,,
60,1,Run log:
61,,
62,0,```
