,target,doc
0,1,vue web component not working with openlayers
1,1,### Version
2,0,2.6.11
3,,
4,1,### Reproduction link
5,0,[https://codesandbox.io/s/bold-matsumoto-tpxsn?file=/src/App.vue](https://codesandbox.io/s/bold-matsumoto-tpxsn?file=/src/App.vue)
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,1,### Steps to reproduce
14,1,First you can see the link to minimal production that work very well.
15,1,To produce the bug:
16,,
17,1,- Download the project using or execute npm run build-component. This will run:
18,0,vue-cli-service build  --target wc --name openlayers-vue ./src/components/MapContainer.vue
19,1,"- Go to dist, then open demo.html. As you can see, openlayer not working any more. "
20,,
21,,
22,1,### What is expected?
23,1,I must see the map works in dev mode  and prod mode (web component)
24,,
25,1,### What is actually happening?
26,1,"The map is working only in dev mode . Something prevent openalyers from mounting. This is an image in prod mode, the div map is empty."
27,0,![image](https://user-images.githubusercontent.com/63243110/81279845-eebade80-9057-11ea-8a6d-5a3f38f93b1f.png)
28,1,"and this an image  in dev mode, the map div html is not empty."
29,0,![image](https://user-images.githubusercontent.com/63243110/81280044-3ccfe200-9058-11ea-8fa4-c267f25004ce.png)
30,,
31,,
32,,
33,1,<!-- generated by vue-issues. DO NOT REMOVE -->
