,target,doc
0,1,`pipenv lock -r` should respect `--pypi-mirror` arg
1,1,### Is your feature request related to a problem? Please describe.
2,0,
3,1,"While using `pipenv lock -r` with `--pypi-mirror`, the generated output (content of requirements.txt) will ignore the `--pypi-mirror` option."
4,0,
5,1,### Describe the solution you'd like
6,0,
7,0,`--pypi-mirror` should be treated as an extension to `project.sources`
8,0,
9,1,### Describe alternatives you've considered
10,0,
11,1,### Additional context
12,0,
13,0,-------------------------------------------------------------------------------
14,0,
15,1,"Please run `$ pipenv --support`, and paste the results here. Don't put backticks (`` ` ``) around it! The output already contains Markdown formatting."
16,0,
17,0,<details><summary>$ pipenv --support</summary>
18,0,
19,0,Pipenv version: `'2018.11.26'`
20,0,
21,0,Pipenv location: `'/usr/local/Cellar/pipenv/2018.11.26_4/libexec/lib/python3.8/site-packages/pipenv'`
22,0,
23,0,Python location: `'/usr/local/Cellar/pipenv/2018.11.26_4/libexec/bin/python3.8'`
24,0,
25,0,Python installations found:
26,0,
27,0,  - `3.8.2`: `/Users/tianyizhuang/.local/share/virtualenvs/dapeng-ojERrZnV/bin/python3`
28,0,  - `3.7.7`: `/usr/local/bin/python3`
29,0,  - `3.7.7`: `/usr/local/bin/python3.7m`
30,0,  - `3.7.3`: `/usr/bin/python3`
31,0,  - `2.7.17`: `/usr/local/bin/python`
32,0,  - `2.7.17`: `/usr/local/bin/pythonw`
33,0,  - `2.7.16`: `/usr/bin/python`
34,0,  - `2.7.16`: `/usr/bin/pythonw`
35,0,
36,0,PEP 508 Information:
37,0,
38,0,```
39,0,"{'implementation_name': 'cpython',"
40,0," 'implementation_version': '3.8.2',"
41,0," 'os_name': 'posix',"
42,0," 'platform_machine': 'x86_64',"
43,0," 'platform_python_implementation': 'CPython',"
44,0," 'platform_release': '19.3.0',"
45,0," 'platform_system': 'Darwin',"
46,0, 'platform_version': 'Darwin Kernel Version 19.3.0: Thu Jan  9 20:58:23 PST '
47,0,"                     '2020; root:xnu-6153.81.5~1/RELEASE_X86_64',"
48,0," 'python_full_version': '3.8.2',"
49,0," 'python_version': '3.8',"
50,0, 'sys_platform': 'darwin'}
51,0,```
52,0,
53,0,System environment variables:
54,0,
55,0,  - `PATH`
56,0,  - `TERM_PROGRAM`
57,0,  - `PIP_PYTHON_PATH`
58,0,  - `SHELL`
59,0,  - `TERM`
60,0,  - `TMPDIR`
61,0,  - `TERM_PROGRAM_VERSION`
62,0,  - `TERM_SESSION_ID`
63,0,  - `ZSH`
64,0,  - `USER`
65,0,  - `http_proxy`
66,0,  - `COMMAND_MODE`
67,0,  - `SSH_AUTH_SOCK`
68,0,  - `__CF_USER_TEXT_ENCODING`
69,0,  - `MEGVPN_USER`
70,0,  - `VIRTUAL_ENV`
71,0,  - `PAGER`
72,0,  - `LSCOLORS`
73,0,  - `all_proxy`
74,0,  - `PIPENV_ACTIVE`
75,0,  - `_`
76,0,  - `LaunchInstanceID`
77,0,  - `PWD`
78,0,  - `ITERM_PROFILE`
79,0,  - `XPC_FLAGS`
80,0,  - `PYTHONDONTWRITEBYTECODE`
81,0,  - `https_proxy`
82,0,  - `XPC_SERVICE_NAME`
83,0,  - `COLORFGBG`
84,0,  - `HOME`
85,0,  - `SHLVL`
86,0,  - `LC_TERMINAL_VERSION`
87,0,  - `MEGVPN_PASS`
88,0,  - `ITERM_SESSION_ID`
89,0,  - `LOGNAME`
90,0,  - `LESS`
91,0,  - `PIP_DISABLE_PIP_VERSION_CHECK`
