,target,doc
0,1,AssertionError: Keyword argument not understood: dropout?
1,0,```
2,0,model = Sequential()
3,0,"model.add(Embedding(max_features, 128, input_length=maxlen, dropout=0.5))"
4,0,"model.add(LSTM(128, dropout_W=0.5, dropout_U=0.1))  # try using a GRU instead, for fun"
5,0,model.add(Dropout(0.5))
6,0,model.add(Dense(1))
7,0,model.add(Activation('sigmoid'))
8,,
9,1,# try using different optimizers and different optimizer configs
10,0,"model.compile(loss='binary_crossentropy',"
11,0,"              optimizer='adam',"
12,0,"              class_mode=""binary"")"
13,0,```
