,target,doc
0,1,spring-cloud-gateway 2.3.0 Caused by: java.lang.ClassNotFoundException: javax.validation.ValidationException
1,1,JDK1.8
2,,
3,0,```
4,0,  .   ____          _            __ _ _
5,0, /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
6,0,( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
7,0, \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
8,0,"  '  |____| .__|_| |_|_| |_\__, | / / / /"
9,0, =========|_|==============|___/=/_/_/_/
10,0, :: Spring Boot ::        (v2.3.0.RELEASE)
11,,
12,0,"2020-12-01 15:10:58.156  INFO 14452 --- [           main] com.lebang.gateway.GatewayApplication    : No active profile set, falling back to default profiles: default"
13,0,2020-12-01 15:10:59.485  INFO 14452 --- [           main] o.s.cloud.context.scope.GenericScope     : BeanFactory id=6697e711-86c8-3e14-902c-1f8ffe3f6640
14,0,2020-12-01 15:10:59.720  INFO 14452 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15,0,2020-12-01 15:10:59.721  INFO 14452 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactiveLoadBalancerConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactiveLoadBalancerConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
16,0,2020-12-01 15:10:59.728  INFO 14452 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'deferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17,0,2020-12-01 15:10:59.940  WARN 14452 --- [           main] c.n.c.sources.URLConfigurationSource     : No URLs will be polled as dynamic configuration sources.
18,0,"2020-12-01 15:10:59.940  INFO 14452 --- [           main] c.n.c.sources.URLConfigurationSource     : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath."
19,0,2020-12-01 15:10:59.950  WARN 14452 --- [           main] c.n.c.sources.URLConfigurationSource     : No URLs will be polled as dynamic configuration sources.
20,0,"2020-12-01 15:10:59.951  INFO 14452 --- [           main] c.n.c.sources.URLConfigurationSource     : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath."
21,0,2020-12-01 15:11:00.135  WARN 14452 --- [           main] onfigReactiveWebServerApplicationContext : Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'discoveryClientRouteDefinitionLocator' defined in class path resource [org/springframework/cloud/gateway/discovery/GatewayDiscoveryClientAutoConfiguration$ReactiveDiscoveryClientRouteDefinitionLocatorConfiguration.class]: Unsatisfied dependency expressed through method 'discoveryClientRouteDefinitionLocator' parameter 1; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'discoveryLocatorProperties' defined in class path resource [org/springframework/cloud/gateway/discovery/GatewayDiscoveryClientAutoConfiguration.class]: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [org.springframework.cloud.gateway.discovery.DiscoveryLocatorProperties]: Factory method 'discoveryLocatorProperties' threw exception; nested exception is java.lang.NoClassDefFoundError: javax/validation/ValidationException
22,0,2020-12-01 15:11:00.219  INFO 14452 --- [           main] ConditionEvaluationReportLoggingListener :
23,,
24,0,Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
25,0,2020-12-01 15:11:00.232 ERROR 14452 --- [           main] o.s.boot.SpringApplication               : Application run failed
26,,
