,target,doc
0,1,"Selenium WebDriver hover() are not working on few elements in Chrome 91, everything working fine up-to chrome 89 || manual hovering working fine"
1,1,## 🐛 Bug Report
2,,
3,1,"Selenium WebDriver hover() are not working on few elements in Chrome 91, everything working fine up-to chrome 89 but manual hovering working fine in Chrome 91."
4,1,Ref: https://github.com/SeleniumHQ/selenium/issues/9588
5,,
6,0,"div class=""abstract-tooltip-container cFWAbstractTooltip"" data-aura-class=""cFWAbstractTooltip"">"
7,0,"button class=""slds-button_neutral slds-button"" role=""button"" aria-label=""Select From Dropdown Menu"">"
8,0,/div
9,,
10,1,Environment
11,1,OS: Windows 10
12,1,Browser: Chrome
13,1,Browser version: 91
14,1,Browser Driver version: Compatible with Chrome browser 91
15,1,Language Bindings version: Java 1.8
16,1,Selenium WebDriver version: 3.141.59
