,target,doc
0,1,Disable generating of the latest tag
1,1,**Environment**:
2,1,- *Jib version:*
3,0,- 3.1.2
4,1,"- *Build tool:* <!-- Maven/Gradle, including version -->"
5,1,- Maven
6,1,- *OS:*
7,1,any
8,,
9,1,**Description of the issue**:
10,1,I am using Immutable AWS ECR repository and when I run `mvn clean install jib:build`
11,1,it fails with an error that the latest tag already exists.
12,,
13,1,**Expected behavior**:
14,1,The latest tag should not be created and pushed
15,,
16,1,**Steps to reproduce**:
17,1,<!-- Please provide a minimal and precise series of steps -->
18,,
19,1,  1. Create an AWS ECR repository
20,1,  2. Enable Immutability
21,1,  3. run `mvn clean install jib:build`
22,,
23,1,**`jib-maven-plugin` Configuration**: <!-- Delete this section if not used -->
24,0,```xml
25,0,<plugin>
26,0,                <groupId>com.google.cloud.tools</groupId>
27,0,                <artifactId>jib-maven-plugin</artifactId>
28,0,                <version>3.1.2</version>
29,0,                <configuration>
30,0,                    <to>
31,0,                        <image>${AWS_ACCOUNT_ID}.dkr.ecr.us-east-1.amazonaws.com/ecs-play</image>
32,0,                        <tags>
33,0,                            <tag>${env.IMAGE_TAG}</tag>
34,0,                        </tags>
35,0,                    </to>
36,0,                </configuration>
37,0,            </plugin>
38,0,```
39,,
40,1,"**Log output**: <!-- If applicable, provide relevant log output -->"
41,,
42,1,**Additional Information**: <!-- Any additional information that may be helpful -->
43,,
44,,
45,1,<!-- Thanks for contributing! -->
