,target,doc
0,1,pokemon sword not support chinese
1,0,<!--
2,1,Please keep in mind yuzu is EXPERIMENTAL SOFTWARE.
3,,
4,1,Please read the FAQ:
5,0,https://yuzu-emu.org/wiki/faq/
6,,
7,1,"THIS IS NOT A SUPPORT FORUM, FOR SUPPORT GO TO:"
8,0,https://community.citra-emu.org/
9,,
10,1,"If the FAQ does not answer your question, please go to:"
11,0,https://community.citra-emu.org/
12,,
13,1,"When submitting an issue, please check the following:"
14,,
15,1,- You have read the above.
16,1,- You have provided the version (commit hash) of yuzu you are using.
17,1,- You have provided sufficient detail for the issue to be reproduced.
18,1,- You have provided system specs (if relevant).
19,1,- Please also provide:
20,1,"  - For any issues, a log file"
21,1,"  - For crashes, a backtrace."
22,1,"  - For graphical issues, comparison screenshots with real hardware."
23,1,"  - For emulation inaccuracies, a test-case (if able)."
24,,
25,0,-->
26,,
27,1,the same pokemon sword  game file，yuzu not support chinese，but ryujinx support
28,,
29,1,if support chinese will better，traditional chinese and simplifed chinese both not work
30,,
31,,
32,,
