,target,doc
0,1,k8s version installation reports: No such file or directory
1,1,The whole log is as following:
2,,
3,0,# kubectl logs -f nebula-storaged-0 -n nebula
4,0,++ hostname -i
5,0,+ exec /usr/local/nebula/bin/nebula-storaged --flagfile=/usr/local/nebula/etc/nebula-storaged.conf --local_ip=10.30.33.42 --v=0 --minloglevel=2 --daemonize=false
6,0,"E1222 09:36:15.759665     1 FileUtils.cpp:384] Failed to read the directory ""/usr/local/nebula/data/storage/nebula"" (2): No such file or directory"
7,,
8,1,the configuration is as following:
9,,
10,0,    ########## storage ##########
11,0,"    # Root data path, multiple paths should be splitted by comma."
12,0,"    # One path per instance, if --engine_type is `rocksdb'"
13,0,    --data_path=/usr/local/nebula/data/storage
14,,
15,1,I tried relative path before. Also not working
