,target,doc
0,1,float with decimal not sorted properly
1,1,## Description
2,,
3,1,I have datetime field which has float type and can have values in decimals. When I try to sort it result doesn't consider decimals(milliseconds)
4,,
5,1,## Steps to reproduce
6,,
7,0,![Screenshot from 2020-06-12 16-23-29](https://user-images.githubusercontent.com/47495003/84495631-1a6d5c00-acc9-11ea-8d69-882c3d664281.png)
8,0,![Screenshot from 2020-06-12 16-23-43](https://user-images.githubusercontent.com/47495003/84495637-1c371f80-acc9-11ea-893a-1dc52217cb07.png)
9,,
10,,
11,1,## Expected Behavior
12,,
13,1,I think it should also sort the data using decimals
14,,
15,1,## Actual Behavior
16,,
17,1,It looks like it ignores decimal and sort the data
18,,
19,1,## Metadata
20,,
21,1,**Typsense Version**: 0.13.0
22,,
23,1,**OS**: Linux Mint
