,target,doc
0,1,The test is not stable
1,1,**Please check the FAQ documentation before raising an issue**
2,,
3,1,Please check the [FAQ](https://github.com/vesoft-inc/nebula/blob/master/docs/manual-EN/1.overview/2.quick-start/2.FAQ.md) documentation and old issues before raising an issue in case someone has asked the same question that you are asking.
4,,
5,1,**Describe the bug (__must be provided__)**
6,,
7,0,https://github.com/vesoft-inc/nebula/pull/2490/checks?check_run_id=3297621961
8,,
9,1,**Your Environments (__must be provided__)**
10,,
11,1,* OS: `uname -a`
12,1,* Compliler: `g++ --version` or `clang++ --version`
13,1,* CPU: `lscpu`
14,1,* Commit id (e.g. `a3ffc7d8`)
15,,
16,1,**How To Reproduce(__must be provided__)**
17,,
18,1,Steps to reproduce the behavior:
19,,
20,1,1. Step 1
21,1,2. Step 2
22,1,3. Step 3
23,,
24,1,**Expected behavior**
25,,
26,1,A clear and concise description of what you expected to happen.
27,,
28,1,**Additional context**
29,,
30,1,"Provide logs and configs, or any other context to trace the problem."
