,target,doc
0,1,Update UML and other diagrams
1,0,"<a href=""https://github.com/jclinton""><img src=""https://avatars.githubusercontent.com/u/20278?v=2"" align=""left"" width=""96"" height=""96"" hspace=""10""></img></a> **Issue by [jclinton](https://github.com/jclinton)**"
2,0,"_Thursday Aug 14, 2014 at 21:21 GMT_"
3,0,_Originally opened as https://github.com/jclinton/K2/issues/4_
4,,
5,0,---
6,,
7,1,Per Daniel:
8,,
9,1,"""The UML diagram also doesn't include additional authenticated data for symmetric keys. Allowing to bind the ciphertext to a context should be standard for data at rest."""
