,target,doc
0,1,"""giant rendering overhaul and many small fixes"" Not building"
1,1,Latest git commit: giant rendering overhaul and many small fixes
2,1,OS: Arch Linux
3,0,```
4,0,In file included from ../olive/project/sourcescommon.cpp:36:
5,0,../olive/ui/menuhelper.h:123:17: error: expected ‘;’ at end of member declaration
6,0,"   static QMenu* create_submenu(QMenuBar* parent,"
7,0,                 ^~~~~~~~~~~~~~
8,0,                               ;
9,0,../olive/ui/menuhelper.h:123:40: error: expected ‘)’ before ‘*’ token
10,0,"   static QMenu* create_submenu(QMenuBar* parent,"
11,0,                               ~        ^
12,0,                                        )
13,0,../olive/ui/menuhelper.h:126:45: error: ‘static QMenu* MenuHelper::create_submenu(QMenu*)’ conflicts with a previous declaration
14,0,   static QMenu* create_submenu(QMenu* parent);
15,0,                                             ^
16,0,../olive/ui/menuhelper.h:123:17: note: previous declaration ‘QMenu* MenuHelper::create_submenu’
17,0,"   static QMenu* create_submenu(QMenuBar* parent,"
18,0,                 ^~~~~~~~~~~~~~
19,0,make: *** [Makefile:4496: sourcescommon.o] Error 1
20,0,```
